REVISED 7/3/19,,,,,,,,,,,,,,,,,,,,
OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 23 - 26, 2019",,,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status ,out date,AlphSort
944,,CH,C,3/31/2017,Tapiture,Awesomekaylee,Awesome Again,Awesomekaylee,"Tom McCrocklin, Agent VI",KY,2,out,,,Withdrawn,Out,,Out,4/10/2019,McCrocklin Tom
945,,B,F,4/29/2017,Mucho Macho Man,Awesome Surprise,Awesome Again,AwesomeSurprise,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",KY,7,21.3,31,4/21,Dominique Damico,"42,500",PS,,,"Southern Chase Farm, Inc."
946,,B,C,3/23/2017,Poseidon's Warrior,Awesome Thrill,Awesome Again,AwesomeThrill,"All In Sales (Tony Bowling), Agent",FL,F,10.1,155,4/21,"Robert Brewer, Agent","95,000",,,,All In Sales
947,,CH,F,3/22/2017,Munnings,Azha,Tapit,Azha,"Envision Equine, Agent IV",KY,D,21.1,137,4/21,Scott C. Savin,"55,000",,,,
948,,CH,F,4/2/2017,Wicked Strong,Baby Lets Cruise,Tale of the Cat,BabyLetsCruise,Q Bar J Thoroughbreds LLC,NY,14,20.4,27,4/21,Haymarket Farm LLC,"30,000",,,,Q Bar J Thoroughbreds LLC
949,,B,F,3/28/2017,Verrazano,Back Up Preacher,Pulpit,BackUpPreacher,"Woodside Ranch, Agent II",KY,1,out,,,Withdrawn,Out,,Out,4/19/2019,Woodside Ranch
950,,CH,C,3/23/2017,Conveyance,Bag of Stars,Devil's Bag,BagofStars,"Blue River Bloodstock, Inc., Agent I",KY,18,out,,,Withdrawn,Out,,Out,4/19/2019,Blue River Bloodstock
951,,B,C,2/22/2017,Fast Anna,Ballad,Tapit,Ballad,"Envision Equine, Agent",FL,D,20.2,81,4/21,"Charles H. Boden, Agent for Colts Neck Stables LLC","120,000",,,,Envision Equine
952,Kat Dude,DB/BR,C,1/28/2017,First Dude,Ballyhoo Kat (IRE),Storm Cat,BallyhooKatIRE,"Eddie Woods, Agent LXVI",FL,11,22.0,238,4/21,"19,000",Not Sold,,,,Woods Eddie
953,Miss J McKay,B,F,3/6/2017,Hangover Kid,Ballykiss,Street Boss,Ballykiss,"Costanzo Sales, Agent I",MD,9,10.2,214,4/21,"85,000",Not Sold,,,,Costanzo Sales
954,,DB/BR,C,1/19/2017,Twirling Candy,Bankruptcy,Arch,Bankruptcy,"S B M Training and Sales, Agent VIII",KY,15,11.2,181,4/21,Withdrawn,Out,,Out,4/21/2019,S B M Training and Sales
955,,B,C,4/10/2017,Mr Speaker,Bankstriss,Fusaichi Pegasus,Bankstriss,Grassroots Training & Sales LLC,KY,J,10.4,234,4/21,Jeffrey Holcomb,"10,000",,,,Grassroots Training & Sales LLC
956,Point of View,B,C,3/3/2017,Point of Entry,Banshee Warrior,War Front,BansheeWarrior,"Brick City Thoroughbreds, Agent III",KY,19,10.3,226,4/21,"8,000",Not Sold,,,,Brick City Thoroughbreds
957,,B,C,3/28/2017,Lea,Bard's Day,Arch,BardsDay,"Eisaman Equine, Agent",KY,7,11.0,175,4/21,Withdrawn,Out,,Out,4/21/2019,Eisaman Equine
958,,CH,F,4/23/2017,Orb,Batalha,Smart Strike,Batalha,"RiceHorse Stable (Brandon & Ali Rice), Agent II",KY,17,21.3,147,4/21,"Vicente Portaro, Agent","20,000",PS,,,RiceHorse
959,,B,F,5/30/2017,Maclean's Music,Bazinga Baby,Afleet Alex,BazingaBaby,"McKathan Bros., Agent I",KY,6,10.0,56,4/21,"95,000",Not Sold,,,,McKathan Bros.
960,,DB/BR,C,4/9/2017,Violence,Bear Now,Tiznow,BearNow,"Randy Miles, Agent XV",NY,18,10.0,41,4/21,"Red Oak Farm, Inc.","250,000",,,,Miles Randy
961,,GR/RO,F,2/27/2017,Jack Milton,Bear's Lightning,Maria's Mon,BearsLightning,"Mayberry Farm, Agent III",KY,B,out,,,Withdrawn,Out,,Out,4/20/2019,Mayberry Farm
962,Dur a Cuire,CH,F,3/29/2017,Street Boss,Beaucoup,English Channel,Beaucoup,"Pick View LLC, Agent V",KY,14,10.2,228,4/21,Withdrawn,Out,,,,Pick View LLC
963,,GR/RO,C,4/20/2017,Flashback,Beau Happy,Beau Genius,BeauHappy,"Tom McCrocklin, Agent XVII",KY,2,out,,,Withdrawn,Out,,Out,4/10/2019,McCrocklin Tom
964,Angel's Entry,DB/BR,C,3/15/2017,Point of Entry,Beautiful Daniele,A.P. Indy,BeautifulDaniele,"Tom McCrocklin, Agent",WA,2,22.3,223,4/21,Withdrawn,Out,,,,McCrocklin Tom
965,,B,F,4/29/2017,Majesticperfection,Beautiful Greeley,Mr. Greeley,BeautifulGreeley,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",KY,5,out,,,Withdrawn,Out,,Out,4/21/2019,"Wavertree Stables, Inc."
966,,B,C,4/8/2017,Shanghai Bobby,Beautiful Lu,Gone West,BeautifulLu,Brick City Thoroughbreds,MD,19,21.3,43,4/21,Raul Delvalle,"35,000",PS,,,Brick City Thoroughbreds
967,,B,F,5/7/2017,Liaison,Beauty for Ashes,City Place,BeautyforAshes,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",IN,7,22.4,125,4/21,Withdrawn,Out,,Out,4/22/2019,"Southern Chase Farm, Inc."
968,,B,F,3/12/2017,Carpe Diem,Bebinn,Bernardini,Bebinn,"Woodford Thoroughbreds, Agent",KY,17,10.1,13,4/21,"John C. Kimmel, Agent for Tobey L. Morton","130,000",,,,Woodford Thoroughbreds
969,,B,C,1/27/2017,Constitution,Be Fair,Exchange Rate,BeFair,"Tom McCrocklin, Agent V",KY,2,21.4,139,4/21,"47,000",Not Sold,,,,McCrocklin Tom
970,,DB/BR,C,4/1/2017,Cairo Prince,Behavioral,Include,Behavioral,"Grassroots Training & Sales LLC, Agent III",KY,J,10.1,54,4/21,"47,000",Not Sold,,,,Grassroots Training & Sales LLC
971,,DB/BR,C,5/3/2017,Oxbow,Bella Cardona,Bertrando,BellaCardona,"de Meric Sales, Agent XXI",KY,12,21.0,49,4/21,"K.O.I.D. Co., Ltd.","50,000",,,,de Meric Sales
972,,CH,F,3/5/2017,More Than Ready,Bella Chianti,Empire Maker,BellaChianti,"Hidden Brook, Agent I",KY,10,11.0,243,4/21,"32,000",Not Sold,,,,Hidden Brook Farm
973,,CH,F,3/25/2017,Alternation,Bella Chiarra,Phone Trick,BellaChiarra,"Harris Training Center LLC, Agent X",KY,13,out,,,Withdrawn,Out,,Out,4/14/2019,Harris Training Center LLC
974,,CH,C,5/7/2017,Will Take Charge,Bella Fafa (BRZ),Elusive Quality,BellaFafaBRZ,"Gene Recio, Agent XV",KY,15,10.4,144,4/21,"39,000",Not Sold,,,,Recio Gene
975,,CH,F,4/9/2017,Goldencents,Bellezza Rosso,Tapit,BellezzaRosso,Grassroots Training & Sales LLC,KY,J,10.1,89,4/21,Withdrawn,Out,,,,Grassroots Training & Sales LLC
976,Hot Sugar Babe,B,F,4/12/2017,Bodemeister,Berning Carbs,Bernardini,BerningCarbs,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.2,192,4/21,"K.O.I.D. Co., Ltd.","30,000",,,,Sequel Bloodstock
977,,CH,C,4/25/2017,Dialed In,Bestowed a Star,Aldebaran,BestowedaStar,"Starting Point Thoroughbreds, Agent",KY,13,10.1,151,4/21,Withdrawn,Out,,,,Starting Point Thoroughbreds
978,,B,C,2/21/2017,Maclean's Music,Bestpersonalregard,Candy Ride (ARG),Bestpersonalregard,Grassroots Training & Sales LLC,KY,J,10.2,77,4/21,"27,000",Not Sold,,,,Grassroots Training & Sales LLC
979,,B,C,4/26/2017,Honor Code,Beth's Bling,City Zip,BethsBling,"Eddie Woods, Agent XLVII",ON,11,out,,,Withdrawn,Out,,Out,4/20/2019,Woods Eddie
980,,DB/BR,F,3/28/2017,Cairo Prince,Betty's Wish,Gold Case,BettysWish,Costanzo Sales,KY,9,10.2,126,4/21,"K.O.I.D. Co., Ltd.","55,000",,,,Costanzo Sales
981,,B,C,3/22/2017,The Factor,Beverage Queen,Indygo Shiner,BeverageQueen,"Scanlon Training & Sales, Agent",KY,1,10.1,73,4/21,"Nick J. Hines, Agent","30,000",,,,Scanlon Training Center
982,,DB/BR,C,3/4/2017,Daredevil,Bible,U S Ranger,Bible,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY,5,out,,,Withdrawn,Out,,Out,4/20/2019,"Wavertree Stables, Inc."
983,,B,F,3/31/2017,Twirling Candy,Big Happy Blur,Dixieland Band,BigHappyBlur,"Randy Miles, Agent",KY,18,10.1,210,4/21,"Bo Bromagen, Agent","100,000",,,,Miles Randy
984,,B,F,5/10/2017,Union Rags,Big Promise,Rahy,BigPromise,"Murray Smith, Agent I",KY,3,22.2,152,4/21,Withdrawn,Out,,Out,4/22/2019,Smith Murray
985,,DB/BR,F,2/25/2017,Midshipman,Bint Elusive,Elusive Quality,BintElusive,Brick City Thoroughbreds,IA,19,10.1,90,4/21,SROA (K.O.I.D.),"40,000",,,,Brick City Thoroughbreds
986,,DB/BR,C,4/23/2017,Lemon Drop Kid,Blading Gold Ring,During,BladingGoldRing,"Kings Equine, Agent VIII",KY,2,10.0,150,4/21,Okada Stud,"100,000",,,,Kings Equine
987,Secret Blarney,CH,C,2/16/2017,Secret Circle,Blarney Blush,Van Nistelrooy,BlarneyBlush,Q Bar J Thoroughbreds LLC,IA,14,21.2,116,4/21,Withdrawn,Out,,Out,4/25/2019,Q Bar J Thoroughbreds LLC
988,,GR/RO,C,4/20/2017,Carpe Diem,Bliss,Flashy Bull,Bliss,"Top Line Sales LLC, Agent II",KY,14,21.1,85,4/21,Raymond Kuah,"150,000",,,,Top Line Sales
989,,DB/BR,F,3/19/2017,Sum of the Parts,Block,Dynaformer,Block,"Tom McCrocklin, Agent XVII",LA,2,out,,,Withdrawn,Out,,Out,3/22/2019,McCrocklin Tom
990,,B,C,3/4/2017,Uncle Mo,Bloomy,Polish Numbers,Bloomy,"Scanlon Training & Sales, Agent",KY,1,22.1,15,4/21,Emblem Stables,"50,000",,,,Scanlon Training Center
991,,B,F,1/31/2017,Into Mischief,Blueeyesintherein,Magna Graduate,Blueeyesintherein,"TIP Thoroughbred Investment Possibilities, Agent III",KY,20,10.0,218,4/21,"32,000",Not Sold,,,,TIP Thoroughbred Investment Possibilities
992,,B,F,4/24/2017,Orb,Bluegrass Sara,Tabasco Cat,BluegrassSara,"Off the Hook LLC, Agent III",KY,13,10.0,119,4/21,Rockbridge Bloodstock,"52,000",,,,Off the Hook LLC
993,,DB/BR,C,2/25/2017,Songandaprayer,Blue Orleans,Bluegrass Cat,BlueOrleans,"Top Line Sales LLC, Agent XXIX",LA,14,10.1,109,4/21,Withdrawn,Out,,Out,4/22/2019,Top Line Sales
994,,GR/RO,C,4/5/2017,Race Day,Blues in the Grass,Bluegrass Cat,BluesintheGrass,"Circle D Thoroughbreds, Agent",KY,G,10.2,76,4/21,"K.O.I.D. Co., Ltd.","80,000",,,,Circle D Thoroughbreds
995,,B,F,3/24/2017,Into Mischief,Boleyn,Proud Citizen,Boleyn,"Eisaman Equine, Agent",KY,7,10.2,32,4/21,"Mike Ryan, Agent","390,000",,,,Eisaman Equine
996,,DB/BR,C,3/1/2017,Jack Milton,Bonnie Rose,Hansel,BonnieRose,"de Meric Sales, Agent XXIII",VA,12,10.4,163,4/21,Sam Aguiar,"37,000",,,,de Meric Sales
997,Bayern Again,B,C,5/1/2017,Bayern,Born Perfect,Mr. Prospector,BornPerfect,"S G V Thoroughbreds LLC (Steven Venosa), Agent",LA,1,10.2,60,4/21,"Sweetwater Trading Co., Agt for Mathiesen Racing","140,000",,,,S G V Thoroughbreds
998,,CH,F,2/2/2017,Shackleford,Borrowingbasebaby,Dixie Union,Borrowingbasebaby,"Randy Miles, Agent II",KY,18,9.4,67,4/21,Al Aasfa Racing,"150,000",,,,Miles Randy
999,,B,C,2/11/2017,Lemon Drop Kid,Bourbonstateofmind,Street Sense,Bourbonstateofmind,"Eddie Woods, Agent IX",NY,11,22.0,141,4/21,Specially Select,"18,000",,,,Woods Eddie
1000,,CH,F,4/4/2017,Distorted Humor,Brattothecore,Katahaula County,Brattothecore,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",KY,7,10.2,220,4/21,Withdrawn,Out,,,,"Southern Chase Farm, Inc."
1001,,DB/BR,C,2/12/2017,Midnight Lute,Breakintheclouds,Broken Vow,Breakintheclouds,"Pick View LLC, Agent VIII",KY,14,10.4,121,4/21,Ara Aprahamian,"30,000",,,,Pick View LLC
1002,,B,F,4/2/2017,Paynter,Breech Inlet,Holy Bull,BreechInlet,"Randy Miles, Agent XV",ON,18,10.1,237,4/21,"Clay Scherer, Agent for Al & Bill Ulwelling","150,000",,,,Miles Randy
1003,,CH,F,5/24/2017,Majestic City,Brianna Nicole,El Corredor,BriannaNicole,"Eversole Thoroughbreds, Agent IV",NY,20,10.3,174,4/21,"14,000",Not Sold,,,,Eversole Thoroughbreds
1004,,B,C,4/26/2017,Animal Kingdom,Bridal Song,Vicar,BridalSong,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY,1,10.2,209,4/21,Scott Gelner,"5,500",,,,S G V Thoroughbreds
1005,,B,C,2/13/2017,Temple City,Brilliant Future,Mingun,BrilliantFuture,Grassroots Training & Sales LLC,KY,J,10.2,217,4/21,SROA (K.O.I.D.),"42,000",,,,Grassroots Training & Sales LLC
1006,,B,F,4/18/2017,Tonalist,Bronze Glow,Devil's Bag,BronzeGlow,"Cary Frommer LLC, Agent III",KY,10,10.2,87,4/21,Withdrawn,Out,,,,Frommer Cary
1007,,DB/BR,C,2/25/2017,Shanghai Bobby,Brush Up,Broken Vow,BrushUp,"Golden Rock Thoroughbreds, Agent XVI",KY,16,10.0,10,4/21,"Jonathan Thomas, Agent","90,000",,,,Golden Rock Thoroughbreds
1008,,B,F,3/28/2017,Paynter,Bullet Sister,Zensational,BulletSister,"Paul Sharp, Agent XXII",KY,C,10.4,230,4/21,Withdrawn,Out,,,,Sharp Paul M.
1009,,B,F,3/6/2017,Central Banker,Bullish Sentiment,Stormy Atlantic,BullishSentiment,"Mayberry Farm, Agent",NY,B,10.1,25,4/21,"Linda Rice, Agent","240,000",,,,Mayberry Farm
1010,,DB/BR,C,5/5/2017,Animal Kingdom,Bullville Belle,Holy Bull,BullvilleBelle,"Bird In Hand Stables, Agent I",KY,F,11.0,168,4/21,Withdrawn,Out,,Out,4/25/2019,Bird In Hand Stables
1011,,GR/RO,F,2/19/2017,Orb,Butterfly Soul,Henny Hughes,ButterflySoul,Desert Thoroughbreds LLC,KY,16,10.3,161,4/21,"47,000",Not Sold,,,,Desert Thoroughbreds LLC
1012,,B,F,4/24/2017,Summer Front,Button Girl,Mizzen Mast,ButtonGirl,"G. A. Thoroughbred Sales, Agent",ON,20,10.0,88,4/21,"First Row Partners - Liz Crow, Agent","170,000",,,,G. A. Thoroughbred Sales
1013,,B,C,3/11/2017,Liam's Map,Byrama (GB),Byron (GB),ByramaGB,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VI",KY,5,21.3,129,4/21,Korea Bloodstock,"62,000",,,,"Wavertree Stables, Inc."
1014,,B,C,2/7/2017,Goldencents,Cadillac Desert,Desert Code,CadillacDesert,"S B M Training and Sales, Agent VII",PA,15,21.3,95,4/21,"Emerald Sales, Agent for Joe Besecker","35,000",,,,S B M Training and Sales
1015,,B,F,4/11/2017,Into Mischief,Cafe,Medaglia d'Oro,Cafe,"Eisaman Equine, Agent",KY,7,out,,,Withdrawn,Out,,Out,4/19/2019,Eisaman Equine
1016,,B,C,5/15/2017,Summer Front,Call Ahead,Harlan's Holiday,CallAhead,"Mayberry Farm, Agent III",KY,B,10.3,97,4/21,"K.O.I.D. Co., Ltd.","20,000",,,,Mayberry Farm
1017,,B,F,2/15/2017,Into Mischief,Callmethesqueeze,Awesome Again,Callmethesqueeze,"Niall Brennan Stables, Agent XXIX",KY,8,10.0,48,4/21,Withdrawn,Out,,,,Brennan Niall
1018,,DB/BR,F,5/7/2017,Daredevil,Cameron,Rock Hard Ten,Cameron,"Randy Miles, Agent IV",KY,18,out,,,Withdrawn,Out,,Out,4/20/2019,Miles Randy
1019,,CH,C,3/23/2017,Carpe Diem,Cameron Crazies,Lion Heart,CameronCrazies,"Paul Sharp, Agent IV",FL,C,10.1,128,4/21,Town & Country Racing LLC,"75,000",,,,Sharp Paul M.
1020,,B,C,2/28/2017,Summer Front,Canadian Ballet,City Zip,CanadianBallet,"Golden Rock Thoroughbreds, Agent VI",KY,16,10.1,193,4/21,"67,000",Not Sold,,,,Golden Rock Thoroughbreds
1021,,B,C,3/26/2017,Honor Code,Candlelightdinner,Slew Gin Fizz,Candlelightdinner,Ocala Stud,FL,4,22.0,52,4/21,Robert Muns,"17,000",,,,Ocala Stud
1022,La Paquita,B,F,4/4/2017,Revolutionary,Cantilena,Banker's Gold,Cantilena,"de Meric Sales, Agent",IA,12,10.3,186,4/21,"Anthony Goswell, Agent for Nick Harris","10,000",,,,de Meric Sales
1023,,DB/BR,C,4/6/2017,Stay Thirsty,Capitol View,Sports View,CapitolView,Circle D Thoroughbreds,KY,G,10.3,189,4/21,Withdrawn,Out,,Out,4/22/2019,Circle D Thoroughbreds
1024,,B,F,2/5/2017,Ghostzapper,Capitulation,Distorted Humor,Capitulation,"Eddie Woods, Agent XXXI",KY,11,out,,,Withdrawn,Out,,Out,4/15/2019,Woods Eddie
1025,,DB/BR,F,2/20/2017,Drill,Cappachino Gal,Bluegrass Cat,CappachinoGal,"S B M Training and Sales, Agent",FL,15,10.3,157,4/21,Korea Bloodstock,"35,000",PS,,,S B M Training and Sales
1026,,B,C,3/2/2017,Cairo Prince,Caption,Distorted Humor,Caption,"Off the Hook LLC, Agent V",KY,13,10.1,240,4/21,Emblem Stables,"75,000",,,,Off the Hook LLC
1027,Samanero,B,C,3/26/2017,Tiznow,Caressive,A.P. Indy,Caressive,"Bobby Dodd, Agent VII",FL,10,10.3,185,4/21,Calumet Farm,"55,000",,,,Dodd Bobby
1028,,CH,C,3/30/2017,Constitution,Caribbean Lady,Speightstown,CaribbeanLady,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",NY,5,out,,,Withdrawn,Out,,Out,4/11/2019,"Wavertree Stables, Inc."
1029,,CH,F,4/2/2017,Lea,Carolinaonmymind,Master Command,Carolinaonmymind,"de Meric Sales, Agent XLIII",FL,12,out,,,Withdrawn,Out,,Out,4/20/2019,de Meric Sales
1030,,DB/BR,F,3/13/2017,Violence,Carphonic,Lion Heart,Carphonic,"S B M Training and Sales, Agent I",FL,15,21.1,42,4/21,"190,000",Not Sold,,,,S B M Training and Sales
1031,,CH,F,1/28/2017,Competitive Edge,Carrie My Love,Meadowlake,CarrieMyLove,"Off the Hook LLC, Agent IV",KY,13,10.1,159,4/21,"Fernando Abreu, Agent for John Penn","50,000",,,,Off the Hook LLC
1032,,B,C,2/9/2017,Majesticperfection,Carsona City,Brother Derek,CarsonaCity,"Parrish Farms, Agent",KY,10,10.1,57,4/21,"Nick J. Hines, Agent","135,000",,,,Parrish Farms
1033,Fly Time,DB/BR,F,4/2/2017,Mr Speaker,Cashmere,Cowboy Cal,Cashmere,"Eddie Woods, Agent IX",KY,11,22.3,249,4/21,Rockbridge Bloodstock,"8,000",,,,Woods Eddie
1034,,DB/BR,F,4/27/2017,Uncle Mo,Cash's Girl,Northern Afleet,CashsGirl,"Crupi's New Castle Farm, Agent III",KY,6,10.0,160,4/21,Martin Racing Stables,"230,000",PS,,,Crupi's New Castle Farm
1035,,CH,C,3/9/2017,Curlin,Cassatt,Tapit,Cassatt,"Eddie Woods, Agent XLIV",KY,11,out,,,Withdrawn,Out,,Out,4/15/2019,Woods Eddie
1036,,B,F,3/31/2017,Palace Malice,Catch a Thief,Flatter,CatchaThief,"Craig L. Wheeler, Agent IV",NY,3,10.2,207,4/21,"Mike Ryan, Agent","85,000",,,,Wheeler Craig L.
1037,,B,F,2/3/2017,Point of Entry,Cateleisha,Smoke Glacken,Cateleisha,"Niall Brennan Stables, Agent XXXIII",NY,8,10.4,224,4/21,"19,000",Not Sold,,,,Brennan Niall
1038,,B,F,3/6/2017,Mineshaft,Cat's Garden,Tale of the Cat,CatsGarden,Potrero Stables,ON,20,10.3,211,4/21,Brenda Tabraue,"10,000",,,,Potrero Stables
1039,,DB/BR,C,3/9/2017,Bernardini,Causeway Lady,Giant's Causeway,CausewayLady,"Kings Equine, Agent XIX",KY,2,10.1,51,4/21,"67,000",Not Sold,,,,Kings Equine
1040,,B,C,2/12/2017,Declaration of War,Cavanaugh Park (IRE),Galileo (IRE),CavanaughParkIRE,"Randy Bradshaw, Agent III",KY,18,10.4,131,4/21,"47,000",Not Sold,,,,Bradshaw Randy
1041,,B,C,3/13/2017,Shackleford,Cave In,Mineshaft,CaveIn,"de Meric Sales, Agent XVIII",KY,12,21.3,133,4/21,Raul Delvalle,"40,000",,,,de Meric Sales
1042,,CH,C,3/28/2017,Violence,Cecileabration,Graeme Hall,Cecileabration,"TIP Thoroughbred Investment Possibilities, Agent VII",CA,20,21.3,182,4/21,Withdrawn,Out,,,,TIP Thoroughbred Investment Possibilities
1043,,DB/BR,C,4/19/2017,Temple City,Cedar Summer,Souvenir Copy,CedarSummer,"Kings Equine, Agent for Spendthrift Farm LLC",KY,2,10.2,235,4/21,Three Diamonds Farm,"25,000",PS,,,Kings Equine
1044,,GR/RO,F,4/18/2017,Liam's Map,Cee's My Lady,Malibu Moon,CeesMyLady,Grassroots Training & Sales LLC,KY,J,10.3,124,4/21,"27,000",Not Sold,,,,Grassroots Training & Sales LLC
1045,More Good Times,DB/BR,F,2/2/2017,More Than Ready,Celebrategoodtimes,Harlan's Holiday,Celebrategoodtimes,"de Meric Sales, Agent XX",KY,12,out,,,Withdrawn,Out,,Out,4/20/2019,de Meric Sales
1046,,CH,F,1/24/2017,Union Rags,Celestic,Sky Classic,Celestic,"Tom McCrocklin, Agent VII",KY,2,22.1,104,4/21,Withdrawn,Out,,,,McCrocklin Tom
1047,,B,C,3/8/2017,Super Saver,Celtic Princess (BRZ),Public Purse,CelticPrincessBRZ,"Equinox, Inc., Agent",KY,G,10.2,177,4/21,Bobby McIntyre,"17,000",,,,"Equinox, Inc."
1048,Red Lingerie,CH,F,4/3/2017,Flashback,Celtic Song,Giant's Causeway,CelticSong,"Wavertree Stables, Inc. (Ciaran Dunne), Agent VI",FL,5,10.2,227,4/21,"Gayle Van Leer, Agent","40,000",,,,"Wavertree Stables, Inc."
1049,,GR/RO,C,1/30/2017,Cairo Prince,Centennial Cat,Tale of the Cat,CentennialCat,"Bobby Dodd, Agent IX",KY,10,10.0,26,4/21,Hooties Racing LLC & WSS Racing,"105,000",,,,Dodd Bobby
1050,,CH,C,2/22/2017,Tapiture,Champagne Ending,Precise End,ChampagneEnding,"Woodford Thoroughbreds, Agent",OK,17,20.4,118,4/21,"Kim Valerio, Agent","100,000",,,,Woodford Thoroughbreds
1051,,GR/RO,C,3/9/2017,Carpe Diem,Champagne Sparkle,Street Boss,ChampagneSparkle,Stephens Thoroughbreds LLC,KY,H,out,,,Withdrawn,Out,,Out,4/17/2019,Stephens Thoroughbreds LLC
1052,,CH,C,5/8/2017,First Dude,Chancey Light,Colony Light,ChanceyLight,"Peggy S. Dellheim LLC, Agent V",FL,4,10.3,172,4/21,Withdrawn,Out,,Out,4/22/2019,Dellheim Peggy S.
1053,,CH,F,5/5/2017,Constitution,Changing Plans,Perfect Soul (IRE),ChangingPlans,"Bird In Hand Stables, Agent",KY,F,out,,,Withdrawn,Out,,Out,4/15/2019,Bird In Hand Stables
1054,,DB/BR,F,3/24/2017,Medal Count,Chantess,Unbridled's Song,Chantess,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,22.0,107,4/21,Machmer Hall,"17,000",,,,"Wavertree Stables, Inc."
1055,,DB/BR,C,5/2/2017,Carpe Diem,Charlie Papa,Indian Charlie,CharliePapa,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXV",KY,5,10.1,199,4/21,Maverick Racing and China Horse Club,"240,000",,,,"Wavertree Stables, Inc."
1056,,CH,C,4/12/2017,Constitution,Cherry Sherry,Awesome Again,CherrySherry,"Brick City Thoroughbreds, Agent",NY,19,10.4,246,4/21,"K.O.I.D. Co., Ltd.","35,000",,,,Brick City Thoroughbreds
1057,,DB/BR,C,3/26/2017,Shanghai Bobby,Cheyenne Autumn,Indian Charlie,CheyenneAutumn,"Scanlon Training & Sales, Agent",KY,1,out,,,Withdrawn,Out,,Out,4/19/2019,Scanlon Training Center
1058,,B,F,3/30/2017,Midnight Lute,Choir,Pulpit,Choir,"Stephens Thoroughbreds LLC, Agent IV",KY,H,10.2,19,4/21,Withdrawn,Out,,Out,4/22/2019,Stephens Thoroughbreds LLC
1059,David's Gem,B,C,4/22/2017,Gemologist,Chokonni,Arch,Chokonni,"S B M Training and Sales, Agent V",KY,15,10.2,127,4/21,"42,000",Not Sold,,,,S B M Training and Sales
1060,,CH,C,3/2/2017,Street Boss,Chorus Music,Strategic Mission,ChorusMusic,"Eddie Woods, Agent XL",FL,11,21.4,173,4/21,Grupo 7C Racing Stable,"55,000",,,,Woods Eddie
1061,,B,F,4/7/2017,More Than Ready,Chuckling,Indian Charlie,Chuckling,"Niall Brennan Stables, Agent XLI",KY,8,out,,,Withdrawn,Out,,Out,4/9/2019,Brennan Niall
1062,,DB/BR,C,2/10/2017,Pioneerof the Nile,Ciao Bella Luna,Tribal Rule,CiaoBellaLuna,"Tom McCrocklin, Agent VI",KY,2,21.3,58,4/21,Luis Morales,"20,000",,,,McCrocklin Tom
1063,,B,C,1/29/2017,Khozan,Cindy Says,Elusive Quality,CindySays,"Journeyman Bloodstock Services, Inc. (Brent & Crystal Fernung), Agent",FL,2,10.3,236,4/21,Withdrawn,Out,,,,Journeyman Bloodstock
1064,,DB/BR,C,4/30/2017,Take Charge Indy,Circle of Love,Giant's Causeway,CircleofLove,"S B M Training and Sales, Agent XV",KY,15,10.1,66,4/21,Emblem Stables,"190,000",,,,S B M Training and Sales
1065,Catzalionbythetale,B,C,2/27/2017,Forty Tales,Circus Life,More Than Ready,CircusLife,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.1,250,4/21,Withdrawn,Out,,Out,4/21/2019,Sequel Bloodstock
1066,,B,C,3/30/2017,Candy Ride (ARG),Citizen Advocate,Proud Citizen,CitizenAdvocate,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",KY,5,10.0,53,4/21,"Steven W. Young, Agent","975,000",,,,"Wavertree Stables, Inc."
1067,,CH,C,3/13/2017,Goldencents,Citizen Emma,Proud Citizen,CitizenEmma,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY,5,21.2,92,4/21,"Emerald Sales, Agent for Joe Besecker","20,000",PS,,,"Wavertree Stables, Inc."
1068,,CH,C,3/21/2017,Kantharos,City in Sky,City Zip,CityinSky,"Julie Davies LLC, Agent I",FL,19,10.0,99,4/21,"70,000",Not Sold,,,,Davies Julie
1069,,DB/BR,C,5/8/2017,Mucho Macho Man,City Scamper,City Zip,CityScamper,"Off the Hook LLC, Agent",NY,13,10.1,50,4/21,Reeves Thoroughbred Racing,"185,000",,,,Off the Hook LLC
