OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 19 - 22, 2022",,Revised 8/2/2022,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status,Out Date,AlphSort
945,,B,F,3/17/2020,First Samurai,Raisa,Aldebaran,Raisa,A Rebel Colt Consignment,KY        ,20,21.3,63,4/15,Michael Lerman,"25,000",PS,,,A Rebel Colt Consignment
946,,B,F,3/14/2020,Honor Code,Raise the Flag,Awesome Again,RaisetheFlag,"Julie Davies LLC, Agent VII",KY        ,15,out,,4/15,Withdrawn,Out,,Out,2/24/2022,Davies Julie
947,Smooth Motion,B,C,2/24/2020,Cross Traffic,Raising Aida,Speightstown,RaisingAida,"Santa Fe Thoroughbreds, Agent",KY        ,19,10.3,40,4/15,"34,000",Not Sold,,,,Santa Fe Thoroughbreds
948,,DB/BR,F,4/19/2020,The Big Beast,Raisin Rachel,Zensational,RaisinRachel,Dynasty Thoroughbreds,FL        ,6,10.1,104,4/15,"Rohan Crichton, Agent","105,000",,,,Dynasty Thoroughbreds
949,,B,F,2/13/2020,Maclean's Music,Rambling Rhonda,Tapizar,RamblingRhonda,"Equinox, Inc., Agent",KY        ,20,10.2,18,4/15,"87,000",Not Sold,,,,"Equinox, Inc."
950,,DB/BR,F,3/29/2020,More Than Ready,Ratera,War Chant,Ratera,"de Meric Sales, Agent XXXIII",PA        ,12,10.3,102,4/15,James Politano & Pewter Stable,"40,000",,,,de Meric Sales
951,,CH,C,5/11/2020,Good Magic,Rather Beautiful,Malibu Moon,RatherBeautiful,"de Meric Sales, Agent XLIV",KY        ,12,out,,4/15,Withdrawn,Out,,Out,4/13/2022,de Meric Sales
952,,B,C,4/7/2020,Speightster,Ravenesque,Dance With Ravens,Ravenesque,"All In Sales (Tony Bowling), Agent",KY        ,F,10.1,30,4/15,"John Fahey, Agent for Charles J. Galli","85,000",,,,All In Sales
953,,DB/BR,C,2/23/2020,West Coast,Razzle Dazzle,Medaglia d'Oro,RazzleDazzle,"Mayberry Farm, Agent I",KY        ,B,10.4,136,4/15,Ruben Valdes,"35,000",,,,Mayberry Farm
954,,CH,F,2/22/2020,Bee Jersey,Ready for Gold,More Than Ready,ReadyforGold,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY        ,5,21.0,78,4/15,"Patrick L. Biancone, Agent","120,000",,,,"Wavertree Stables, Inc."
955,,B,F,4/27/2020,Laoban,Ready for Therapy,Freud,ReadyforTherapy,"All In Sales (Tony Bowling), Agent II",NY        ,F,10.2,122,4/15,"Nicoma Bloodstock, Agent","65,000",,,,All In Sales
956,,DB/BR,F,3/12/2020,Always Dreaming,Ready Love,More Than Ready,ReadyLove,"Randy Miles, Agent XXII",KY        ,18,out,,4/15,Withdrawn,Out,,Out,4/13/2022,Miles Randy
957,,CH,F,5/3/2020,Khozan,Realgoodlookin,Unbridled's Song,Realgoodlookin,"Halcyon Hammock Farm, Agent III",FL        ,2,10.2,91,4/15,"75,000",Not Sold,,,,Halcyon Hammock Farm
958,,B,F,4/27/2020,Khozan,Rebirther,Lemon Drop Kid,Rebirther,"Fast Horses, Agent I",FL        ,17,10.1,101,4/15,Lion Palm Racing Stable LLC,"27,000",,,,Fast Horses
959,,CH,C,2/9/2020,Goldencents,Rebooted,Mr. Greeley,Rebooted,"Eisaman Equine, Agent",FL        ,7,10.3,107,4/16,D. J. Stable LLC,"80,000",,,,Eisaman Equine
960,,GR/RO,F,3/17/2020,Anchor Down,Rebuke,Carson City,Rebuke,"Niall Brennan Stables, Agent V",KY        ,8,10.2,71,4/15,Jeremiah O'Dwyer,"25,000",,,,Brennan Niall
961,,B,F,5/5/2020,Bernardini,Redstart,Blame,Redstart,"Mayberry Farm, Agent I",KY        ,B,10.1,73,4/15,"Steven W. Young, Agt","350,000",,,,Mayberry Farm
962,,B,C,3/14/2020,Goldencents,Reika,Street Sense,Reika,C & J Stable,NY        ,19,10.1,84,4/15,"Colt Pike, Agent for Tate / Thomas Stable","40,000",,,,C & J Stable
963,,GR/RO,C,2/22/2020,Hard Spun,Rella,Tapit,Rella,"de Meric Sales, Agent XXXII",FL        ,12,10.0,3,4/15,"72,000",Not Sold,,,,de Meric Sales
964,,B,C,5/12/2020,Ransom the Moon,Remember the Keg,Tapit,RemembertheKeg,"Gene Recio, Agent VIII",KY        ,17,out,94,4/15,Withdrawn,Out,,Out,4/20/2022,Recio Gene
965,Fontella,B,F,2/15/2020,Blame,Rescue,First Samurai,Rescue,"Harris Training Center LLC, Agent III",KY        ,13,10.2,107,4/15,"Ahmad Alabdullatif, Agent","30,000",,,,Harris Training Center LLC
966,,B,C,1/25/2020,Quality Road,Responsibleforlove (IRE),Duke of Marmalade (IRE),ResponsibleforloveIRE,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVIII",KY        ,5,21.3,41,4/15,George Lopez / Hayday Racing,"22,000",,,,"Wavertree Stables, Inc."
967,,B,F,2/5/2020,Mendelssohn,Rhythm of Grace,Kitten's Joy,RhythmofGrace,"Grassroots Training & Sales LLC, Agent II",KY        ,J,out,,4/15,Withdrawn,Out,,Out,4/10/2022,Grassroots Training & Sales LLC
968,,CH,C,2/14/2020,Carpe Diem,Ribbon Taffy,Hard Spun,RibbonTaffy,"Top Line Sales LLC, Agent XLVI",KY        ,14,10.2,138,4/15,Larry Mejias,"30,000",,,,Top Line Sales
969,,CH,F,3/29/2020,The Lieutenant,Right Prevails,Successful Appeal,RightPrevails,"Sequel Bloodstock, Agent I",NY        ,9,out,129,4/15,Withdrawn,Out,,Out,4/17/2022,Sequel Bloodstock
970,,B,F,3/11/2020,Empire Maker,Rigorously,North Light (IRE),Rigorously,Dynasty Thoroughbreds,KY        ,6,10.2,66,4/15,Michael Langford,"50,000",,,,Dynasty Thoroughbreds
971,,B,G,3/3/2020,Connect,Ring and Run,Into Mischief,RingandRun,"Mayberry Farm, Agent X",FL        ,B,10.2,36,4/15,Withdrawn,Out,,,,Mayberry Farm
972,,DB/BR,C,2/6/2020,Bee Jersey,Risky Agenda,Dynaformer,RiskyAgenda,"Top Line Sales LLC, Agent XLVI",KY        ,14,10.1,50,4/15,Mongolian Stable,"80,000",,,,Top Line Sales
973,,GR/RO,F,3/4/2020,Maclean's Music,River's Prayer,Devon Lane,RiversPrayer,"Top Line Sales LLC, Agent IV",KY        ,14,10.0,33,4/15,Withdrawn,Out,,,,Top Line Sales
974,,B,C,3/1/2020,Cross Traffic,Roadbug,Quality Road,Roadbug,"Eddie Woods, Agent XVII",KY        ,11,21.1,83,4/15,Fawn Leap,"200,000",,,,Woods Eddie
975,Acoustic Ave,CH,C,2/7/2020,Maclean's Music,Rock Ave. Road,Street Boss,RockAveRoad,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY        ,9,10.0,29,4/15,Reeves Thoroughbred Racing,"200,000",,,,Sequel Bloodstock
976,I'm Bleu Too,B,F,2/19/2020,Sky Mesa,Rockin the Bleu's,Rockport Harbor,RockintheBleus,"Woodford Thoroughbreds LLC, Agent CLIX",MN        ,17,10.1,100,4/15,"57,000",Not Sold,,,,Woodford Thoroughbreds
977,,CH,C,4/8/2020,Connect,Roksana,Eskendereya,Roksana,"All Dreams Equine, Agent III",KY        ,20,11.0,135,4/15,Withdrawn,Out,,,,All Dreams Equine
978,,B,C,3/22/2020,Central Banker,Romance Dance,Vision and Verse,RomanceDance,"Halcyon Hammock Farm, Agent III",NY        ,2,10.1,133,4/15,"19,000",Not Sold,,,,Halcyon Hammock Farm
979,,DB/BR,C,2/29/2020,Gun Runner,Romance Is Diane,In Excess (IRE),RomanceIsDiane,"de Meric Sales, Agent XXXIX",KY        ,12,out,,4/15,Withdrawn,Out,,Out,4/13/2022,de Meric Sales
980,,DB/BR,F,3/15/2020,Maclean's Music,Roman Ceres,Roman Ruler,RomanCeres,"Kings Equine, Agent VI",NY        ,1,10.2,74,4/15,"40,000",Not Sold,,,,Kings Equine
981,,CH,F,5/6/2020,Carpe Diem,Roman Chestnut,Roman Ruler,RomanChestnut,"Davis Breaking and Training, Inc., Agent II",KY        ,17,10.0,88,4/15,Seth Morris,"180,000",,,,"Davis Breaking and Training, Inc."
982,,GR/RO,F,3/8/2020,Tapwrit,Roman Mistress,Fusaichi Pegasus,RomanMistress,Dynasty Thoroughbreds,KY        ,6,10.2,134,4/15,Okada Stud,"85,000",,,,Dynasty Thoroughbreds
983,,B,C,3/27/2020,Liam's Map,Room for Aptitude,Aptitude,RoomforAptitude,"Bobby Dodd, Agent IV",KY        ,10,10.1,85,4/15,My Purple Haze Stables,"80,000",,,,Dodd Bobby
984,,GR/RO,F,2/20/2020,Liam's Map,Rooms,Giant's Causeway,Rooms,"Mayberry Farm, Agent I",KY        ,B,10.0,52,4/15,Lael Stable,"420,000",,,,Mayberry Farm
985,,B,F,3/6/2020,Goldencents,Rose Dela Troienne,Noble Causeway,RoseDelaTroienne,"Top Line Sales LLC, Agent X",KY        ,14,10.1,79,4/15,"Ahmad Alabdullatif, Agent","40,000",,,,Top Line Sales
986,,CH,C,2/16/2020,Hard Spun,Rose Sapphire,Congrats,RoseSapphire,"Woodside Ranch, Agent I",KY        ,6,out,,4/15,Withdrawn,Out,,Out,4/4/2022,Woodside Ranch
987,,B,F,4/25/2020,Accelerate,Roses in the South,City Place,RosesintheSouth,"Ordonez Thoroughbreds, Agent I",KY        ,17,10.2,109,4/15,Steve Dwoskin and Starship Stables,"25,000",,,,Ordonez Thoroughbreds
988,,GR/RO,F,3/1/2020,Practical Joke,Rosie O'Prado,Paddy O'Prado,RosieOPrado,"Grassroots Training & Sales LLC, Agent",KY        ,J,10.1,48,4/15,Harry Rosenblum,"35,000",PS,,,Grassroots Training & Sales LLC
989,,CH,F,2/5/2020,Munnings,Royal Septor,Distorted Humor,RoyalSeptor,"Blue River Bloodstock, Inc., Agent II",FL        ,19,out,,4/15,Withdrawn,Out,,Out,4/11/2022,Blue River Bloodstock
990,,B,F,4/9/2020,Practical Joke,Ruedelarose,Street Sense,Ruedelarose,"Top Line Sales LLC, Agent XXVI",NY        ,14,10.1,22,4/15,Withdrawn,Out,,,,Top Line Sales
991,,B,F,4/28/2020,The Factor,Running Debi C,Unbridled's Song,RunningDebiC,"Randy Bradshaw, Agent VIII",KY        ,7,10.2,69,4/15,Steve R. Smith,"77,000",,,,Bradshaw Randy
992,,DB/BR,F,2/29/2020,Speightstown,Runninwiththewind,Medaglia d'Oro,Runninwiththewind,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY        ,5,21.0,20,4/15,Three Diamonds Farm,"30,000",,,,"Wavertree Stables, Inc."
993,,CH,F,2/8/2020,Midshipman,Sacred Alibi,Stormy Atlantic,SacredAlibi,"Grassroots Training & Sales LLC, Agent",AZ        ,J,10.0,70,4/15,Three Diamonds Farm,"70,000",,,,Grassroots Training & Sales LLC
994,,DB/BR,C,2/28/2020,Shaman Ghost,Sahara Breeze,More Than Ready,SaharaBreeze,"Off the Hook LLC, Agent III",KY        ,13,10.1,43,4/15,"25,000",Not Sold,,,,Off the Hook LLC
995,,DB/BR,F,3/18/2020,Midnight Lute,Sailing Shiksa,Bernstein,SailingShiksa,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY        ,1,10.1,37,4/15,PT Syndicate 1 / Janet Lyons,"230,000",,,,S G V Thoroughbreds
996,,DB/BR,F,3/21/2020,Super Saver,Salad Mood,Malibu Moon,SaladMood,"Coastal Equine LLC (Jesse Hoppel), Agent XVI",KY        ,A,out,,4/15,Withdrawn,Out,,Out,4/15/2022,Coastal Equine LLC
997,,GR/RO,F,4/4/2020,Uncle Mo,Salamera,Successful Appeal,Salamera,"Eisaman Equine, Agent",KY        ,7,out,,4/15,Withdrawn,Out,,Out,4/13/2022,Eisaman Equine
998,,B,F,5/9/2020,Sharp Azteca,Salem Heart,Touch Gold,SalemHeart,"Cortez Racing Stable, Agent",KY        ,10,out,87,4/15,Withdrawn,Out,,Out,4/19/2022,Cortez Racing Stable
999,,DB/BR,F,5/10/2020,Midnight Lute,Salt Water Reign,Salt Lake,SaltWaterReign,"RiceHorse Stable (Brandon & Ali Rice), Agent I",NY        ,6,10.2,46,4/15,Withdrawn,Out,,,,RiceHorse
1000,,CH,F,2/2/2020,Kantharos,Saluda,Congaree,Saluda,"Niall Brennan Stables, Agent XXXVII",KY        ,8,10.0,39,4/15,"32,000",Not Sold,,,,Brennan Niall
1001,,CH,C,1/19/2020,Shackleford,Sandsarita,Street Boss,Sandsarita,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXI",KY        ,5,22.0,128,4/15,"Ahmad Alabdullatif, Agent","25,000",,,,"Wavertree Stables, Inc."
1002,,CH,F,1/28/2020,Army Mule,Saoirse Cat,Storm Cat,SaoirseCat,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXII",KY        ,5,20.4,98,4/15,"K.O.I.D. Co., Ltd.","37,000",,,,"Wavertree Stables, Inc."
1003,,B,F,4/23/2020,Mo Town,Sapphire Spitfire,Awesome Again,SapphireSpitfire,"Britton Peak, Agent I",KY        ,16,10.3,76,4/15,"Gary Contessa, Agent for Sean Shay","60,000",,,,Britton Peak
1004,,B,C,4/11/2020,Girvin,Sarah Cataldo,Smarty Jones,SarahCataldo,"Coastal Equine LLC (Jesse Hoppel), Agent",FL        ,A,20.3,12,4/15,Curragh Racing LLC,"235,000",,,,Coastal Equine LLC
1005,,DB/BR,F,5/2/2020,Dialed In,Sarah's Pleasure,Street Cry (IRE),SarahsPleasure,"Niall Brennan Stables, Agent III",NY        ,8,10.2,120,4/15,Mike Dini,"50,000",,,,Brennan Niall
1006,,DB/BR,C,2/29/2020,Honor Code,Saranda,Smart Strike,Saranda,"McKathan Bros. Sales, Agent VI",KY        ,6,9.4,80,4/15,Allan & Saundra Kirkwood,"130,000",,,,McKathan Bros.
1007,,B,C,2/8/2020,Always Dreaming,Saritta,Indygo Shiner,Saritta,"Top Line Sales LLC, Agent I",KY        ,14,out,,4/15,Withdrawn,Out,,Out,3/8/2022,Top Line Sales
1008,,B,F,5/5/2020,Collected,Sassy Ali Joy,Indian Charlie,SassyAliJoy,"Coastal Equine LLC (Jesse Hoppel), Agent IV",ON        ,A,10.1,82,4/15,Withdrawn,Out,,,,Coastal Equine LLC
1009,,B,C,2/27/2020,Competitive Edge,Sassy City,Macho Uno,SassyCity,"Eisaman Equine, Agent",KY        ,7,out,,4/15,Withdrawn,Out,,Out,3/30/2022,Eisaman Equine
1010,,DB/BR,F,3/6/2020,Cloud Computing,Saucy Jade,Rock Hard Ten,SaucyJade,"Niall Brennan Stables, Agent",KY        ,8,out,,4/15,Withdrawn,Out,,Out,4/9/2022,Brennan Niall
1011,,B,C,5/20/2020,Bolt d'Oro,Savvy Supreme,Distorted Humor,SavvySupreme,"Harris Training Center LLC, Agent IV",KY        ,13,out,,4/15,Withdrawn,Out,,Out,4/12/2022,Harris Training Center LLC
1012,,B,F,4/19/2020,Distorted Humor,Scadadle,Scat Daddy,Scadadle,"Gene Recio, Agent VII",NY        ,17,10.1,56,4/15,"Chad Schumer, Agent","250,000",,,,Recio Gene
1013,,DB/BR,F,3/2/2020,Midnight Lute,Scarlet Emerald,Desert Party,ScarletEmerald,"Paul Sharp, Agent IX",KY        ,C,10.3,97,4/15,"Justin Jeansonne, Agent for Mike Powers","17,000",,,,Sharp Paul M.
1014,,DB/BR,C,3/10/2020,Liam's Map,Scatcapade,Scat Daddy,Scatcapade,"Mayberry Farm, Agent IX",NY        ,B,10.1,105,4/15,"Chad Schumer, Agent","150,000",,,,Mayberry Farm
1015,,DB/BR,C,4/13/2020,Speightstown,Schema,Gemologist,Schema,"Paul Sharp, Agent IV",KY        ,C,10.3,140,4/15,Withdrawn,Out,,,,Sharp Paul M.
1016,,B,C,2/1/2020,Practical Joke,School Board Prez,Courageous Cat,SchoolBoardPrez,"Old South Farm LLC, Agent",OH        ,9,out,,4/15,Withdrawn,Out,,Out,4/4/2022,Old South Farm LLC
1017,,B,F,2/19/2020,Bolt d'Oro,Scorpio Queen (AUS),Choisir (AUS),ScorpioQueenAUS,"de Meric Sales, Agent XXVI",KY        ,12,9.4,75,4/15,Ben Gase,"650,000",,,,de Meric Sales
1018,,B,F,2/7/2020,Mo Town,Scripted,Mission Impazible,Scripted,"CM Thoroughbreds, Agent III",KY        ,17,22.1,86,4/15,Steve Budhoo,"16,000",,,,CM Thoroughbreds
1019,,DB/BR,F,3/29/2020,Always Dreaming,Seattle Charlie,Indian Charlie,SeattleCharlie,"Golden Rock Thoroughbreds, Agent V",KY        ,20,10.1,125,4/15,"Dan Preiss, Agent","30,000",,,,Golden Rock Thoroughbreds
1020,,DB/BR,C,2/20/2020,Candy Ride (ARG),Seattle's Best,Munnings,SeattlesBest,"de Meric Sales, Agent V",NY        ,12,10.1,28,4/15,Withdrawn,Out,,,,de Meric Sales
1021,,B,C,3/20/2020,Bernardini,Secretarial Queen,Unbridled's Song,SecretarialQueen,"All Dreams Equine, Agent III",KY        ,20,10.3,89,4/15,Prince Saud Bin Salman Stables and Farm,"97,000",,,,All Dreams Equine
1022,,B,C,1/30/2020,Tiznow,Secret Candy,Candy Ride (ARG),SecretCandy,"Grassroots Training & Sales LLC, Agent III",NY        ,J,10.3,116,4/15,Nancy Diaz,"27,000",,,,Grassroots Training & Sales LLC
1023,,GR/RO,F,3/11/2020,Tapwrit,Secret Return,Put It Back,SecretReturn,"Top Line Sales LLC, Agent XLVI",KY        ,14,10.3,114,4/15,Larry Mejias,"25,000",PS,,,Top Line Sales
1024,,DB/BR,F,3/6/2020,Lord Nelson,Secret Union,Dixie Union,SecretUnion,"Julie Davies LLC, Agent XIV",KY        ,15,10.3,81,4/15,Ramon Morales,"16,000",PS,,,Davies Julie
1025,,DB/BR,C,4/17/2020,Khozan,Seductive Lady,Langfuhr,SeductiveLady,J. J. Thoroughbreds,FL        ,3,10.2,113,4/15,"50,000",Not Sold,,,,J. J. Thoroughbreds
1026,,DB/BR,F,3/30/2020,California Chrome,Seeking the Blue,Arch,SeekingtheBlue,White Lilac,KY        ,6,10.2,53,4/15,"28,000",Not Sold,,,,White Lilac
1027,Bric a Brac,B,F,4/16/2020,Quality Road,Senada,Pulpit,Senada,"Equinox, Inc., Agent I",KY        ,20,out,,4/15,Withdrawn,Out,,Out,4/15/2022,"Equinox, Inc."
1028,,CH,C,4/11/2020,Street Boss,Send the Limo,Tiz Wonderful,SendtheLimo,"Grassroots Training & Sales LLC, Agent",OK        ,J,10.1,27,4/15,Young Stables LLC,"200,000",,,,Grassroots Training & Sales LLC
1029,,DB/BR,F,5/4/2020,Twirling Candy,Senior Prom,Mr. Greeley,SeniorProm,"Scanlon Training & Sales, Agent XIV",KY        ,1,10.1,54,4/15,Okada Stud,"60,000",,,,Scanlon Training Center
1030,,B,C,3/27/2020,Verrazano,Sensational Charge,Will Take Charge,SensationalCharge,"GOP Racing Stable Corp., Agent",KY        ,D,10.2,112,4/15,Sixth Gear LLC,"17,000",,,,GOP Racing Stable Corp.
1031,Foggy Night,CH,F,3/14/2020,Khozan,Settling Seas,Stormy Atlantic,SettlingSeas,"Journeyman Bloodstock Services, Inc.",FL        ,2,10.3,118,4/15,Pine Brook Farm,"20,000",,,,Journeyman Bloodstock
1032,,GR/RO,F,4/14/2020,Cairo Prince,Seven Days,Quiet American,SevenDays,"Off the Hook LLC, Agent XVII",KY        ,13,10.1,124,4/15,Dr. Michael Cannizzaro,"15,000",,,,Off the Hook LLC
1033,,DB/BR,C,5/10/2020,Sharp Azteca,Seven Grand,Pembroke,SevenGrand,"Navas Equine, Agent",KY        ,G,10.2,111,4/15,"60,000",Not Sold,,,,Navas Equine
1034,,B,F,1/29/2020,Cloud Computing,Sexy Suzy,After Market,SexySuzy,"AVP Training and Sales, Agent",FL        ,20,10.1,68,4/15,Moonshadow,"47,000",,,,AVP Training and Sales
1035,,B,F,3/26/2020,Klimt,Shadowlan,Include,Shadowlan,"Randy Miles, Agent XXIV",KY        ,18,10.2,25,4/15,Michael Lerman,"47,000",,,,Miles Randy
1036,,DB/BR,F,5/8/2020,Justify,Share the Music,Unbridled's Song,SharetheMusic,"Pick View LLC, Agent XV",KY        ,H,out,,4/15,Withdrawn,Out,,Out,4/8/2022,Pick View LLC
1037,,CH,F,2/17/2020,West Coast,Sharp Sally,Posse,SharpSally,"de Meric Sales, Agent XVIII",KY        ,12,10.2,64,4/15,Tommy Town Thoroughbreds LLC,"190,000",,,,de Meric Sales
1038,,CH,F,2/12/2020,Collected,Shawklit Cake,Majesticperfection,ShawklitCake,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY        ,1,10.0,127,4/15,Oliver Fortune,"70,000",,,,S G V Thoroughbreds
1039,,CH,F,4/17/2020,Collected,Shebealittlewild,Tapit,Shebealittlewild,"Eisaman Equine, Agent",KY        ,7,10.3,106,4/15,C.H.P.R.,"10,000",,,,Eisaman Equine
1040,,CH,F,4/13/2020,Connect,She Be Keene,Posse,SheBeKeene,"Mayberry Farm, Agent XII",KY        ,B,10.1,123,4/15,"55,000",Not Sold,,,,Mayberry Farm
1041,,GR/RO,F,4/26/2020,Tapwrit,Sheisinittowinit,Student Council,Sheisinittowinit,"Little Farm Equine LLC, Agent II",KY        ,19,10.0,108,4/15,"BSW / Crow, R. Ritchie,Ten Strike, J. Sussman","75,000",,,,Little Farm Equine LLC
1042,,CH,C,4/9/2020,Maclean's Music,She'll Be Right,Sky Mesa,ShellBeRight,"Off the Hook LLC, Agent VII",NY        ,13,out,,4/15,Withdrawn,Out,,Out,4/11/2022,Off the Hook LLC
1043,,CH,C,3/26/2020,Collected,She'll Do It,Badge of Silver,ShellDoIt,"Gene Recio, Agent",KY        ,17,21.2,7,4/15,Rafter C Ranch,"360,000",,,,Recio Gene
1044,,B,C,2/12/2020,Uncle Mo,Sherini,Bernardini,Sherini,"Woodford Thoroughbreds LLC, Agent CL",KY        ,17,10.4,139,4/15,Valene Farms LLC,"50,000",,,,Woodford Thoroughbreds
1045,,B,F,3/17/2020,Speightster,She Shines,Polish Numbers,SheShines,"Big Easy, Agent I",KY        ,G,10.2,72,4/15,"Joseph Graffeo, Agent","55,000",,,,Big Easy
1046,,CH,C,2/24/2020,Classic Empire,She's Our Angel,Fusaichi Pegasus,ShesOurAngel,"Top Line Sales LLC, Agent XXXIII",FL        ,14,10.2,96,4/15,Warren Cheekes,"35,000",,,,Top Line Sales
1047,,DB/BR,C,3/28/2020,Munnings,She's Overanalyzed,Overanalyze,ShesOveranalyzed,"Paul Sharp, Agent III",NY        ,C,out,,4/15,Withdrawn,Out,,Out,3/28/2022,Sharp Paul M.
1048,,CH,F,3/25/2020,Midshipman,Sheza Runaway Star,Pride of Burkaan,ShezaRunawayStar,"Top Line Sales LLC, Agent XXV",OH        ,14,9.4,11,4/15,Vince J. Foglia,"385,000",,,,Top Line Sales
1049,,CH,C,1/13/2020,Connect,Shine Time,Malibu Moon,ShineTime,"Tradewinds Farm, Agent I",KY        ,2,out,,4/15,Withdrawn,Out,,Out,4/8/2022,Tradewinds Farm
1050,,B,C,2/27/2020,The Factor,Shock the World,Hansen,ShocktheWorld,"Six K's Training & Sales LLC, Agent X",KY        ,19,out,,4/15,Withdrawn,Out,,Out,4/2/2022,Six K's Training & Sales LLC
1051,,CH,C,5/13/2020,Munnings,Shoot the Moon,Hard Spun,ShoottheMoon,"Niall Brennan Stables, Agent XXXVI",KY        ,8,10.2,99,4/15,Withdrawn,Out,,,,Brennan Niall
1052,,CH,F,2/18/2020,Goldencents,Shore Thing,Majesticperfection,ShoreThing,Dynasty Thoroughbreds,FL        ,6,10.0,9,4/15,Alex & JoAnn Lieblong,"400,000",,,,Dynasty Thoroughbreds
1053,,DB/BR,C,4/19/2020,Malibu Moon,Showtime Samurai,First Samurai,ShowtimeSamurai,"Pick View LLC, Agent VI",KY        ,H,out,,4/15,Withdrawn,Out,,Out,4/8/2022,Pick View LLC
1054,,DB/BR,F,5/14/2020,Dialed In,Shysheisnot,Tribal Rule,Shysheisnot,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXIV",KY        ,5,20.4,65,4/15,"Nick J. Hines, Agent","40,000",PS,,,"Wavertree Stables, Inc."
1055,,GR/RO,C,2/20/2020,Bolt d'Oro,Significant Bling,Too Much Bling,SignificantBling,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",OH        ,5,10.1,137,4/15,"Daniel Wells, Dan Preiss, Agent","35,000",,,,"Wavertree Stables, Inc."
1056,,DB/BR,C,2/25/2020,West Coast,Silsita,Macho Uno,Silsita,"Omar Ramirez Bloodstock, Agent XI",ON        ,15,10.1,31,4/15,Birgit Girshick,"75,000",,,,Ramirez Omar
1057,,B,C,4/9/2020,Union Rags,Silverpocketsfull,Indian Charlie,Silverpocketsfull,"Mayberry Farm, Agent III",KY        ,B,10.1,6,4/16,TC Stables and Hickory Stables,"160,000",,,,Mayberry Farm
1058,,CH,C,4/13/2020,Midshipman,Silver Sal,Bob and John,SilverSal,"Julie Davies LLC, Agent XII",WV        ,15,10.0,73,4/16,"Ben Gowans, Agent","175,000",,,,Davies Julie
1059,Camille's Song,B,F,2/29/2020,Gormley,Silver Sashay,Eurosilver,SilverSashay,"Grassroots Training & Sales LLC, Agent",KY        ,J,10.1,33,4/16,"Barry Dolan, Agent for Daniel Eubanks","25,000",PS,,,Grassroots Training & Sales LLC
1060,,B,F,3/8/2020,Tiznow,Silver Valley,Silver Train,SilverValley,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXV",NY        ,5,21.3,77,4/16,"32,000",Not Sold,,,,"Wavertree Stables, Inc."
1061,Bold Hoppertunity,CH,C,2/6/2020,Hoppertunity,Silvikova,Badge of Silver,Silvikova,"Pick View LLC, Agent XV",PA        ,H,out,,4/16,Withdrawn,Out,,Out,4/8/2022,Pick View LLC
1062,,CH,F,4/29/2020,American Pharoah,Singavictorysong,Hard Spun,Singavictorysong,"Randy Miles, Agent XI",KY        ,18,10.2,95,4/16,George Mellon,"140,000",,,,Miles Randy
1063,,CH,F,3/17/2020,Mendelssohn,Singing Kitty,Ministers Wild Cat,SingingKitty,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXVI",KY        ,5,out,,4/16,Withdrawn,Out,,Out,4/4/2022,"Wavertree Stables, Inc."
1064,Amarula Sun,B,F,5/13/2020,Bucchero,Singing My Song,Songandaprayer,SingingMySong,"Off the Hook LLC, Agent",FL        ,13,10.0,9,4/16,"Nick Palmer, Agent","60,000",PS,,,Off the Hook LLC
1065,,B,F,5/17/2020,Munnings,Single,Pulpit,Single,"Julie Davies LLC, Agent XI",FL        ,15,10.2,11,4/16,Withdrawn,Out,,,,Davies Julie
1066,,GR/RO,C,3/15/2020,Frosted,Sinister Tale,Tale of the Cat,SinisterTale,"Parrish Farms, Agent",KY        ,9,22.1,112,4/16,"Equilete, Inc.","37,000",,,,Parrish Farms
1067,,B,C,1/26/2020,Medaglia d'Oro,Sippican Harbor,Orb,SippicanHarbor,"de Meric Sales, Agent XXXVII",KY        ,12,out,,4/16,Withdrawn,Out,,Out,4/8/2022,de Meric Sales
1068,,DB/BR,F,2/19/2020,Empire Maker,Sip Sip,Bernardini,SipSip,"Eddie Woods, Agent VI",KY        ,11,out,,4/16,Withdrawn,Out,,Out,4/16/2022,Woods Eddie
1069,,B,C,4/11/2020,Girvin,Siren Cove,Montbrook,SirenCove,Ocala Stud,FL        ,4,22.0,138,4/16,Mark Schwartz,"16,000",,,,Ocala Stud
